,artists,album_name,track_name,popularity,explicit,danceability,energy,valence,duration_min,valence_category,cat_danceability,year,category,nominee,artist,winner
1223,George Benson,Breezin',Breezin',60,False,0.682,0.752,0.964,5.69555,Positivo,Alta,1976,Best Pop Instrumental Performance,Breezin',George Benson,True
1224,Oneness Of Juju,Breezin',Breezin',17,False,0.616,0.476,0.862,5.4888833333,Positivo,Alta,1976,Best Engineered Recording - Non-Classical,Breezin',,True
1225,Oneness Of Juju,Breezin',Breezin',17,False,0.616,0.476,0.862,5.4888833333,Positivo,Alta,1976,Best Pop Instrumental Performance,Breezin',George Benson,True
1226,Jane Leslie,Southampton Sunset,Breezin',20,False,0.472,0.0413,0.0836,3.1604333333,Negativo,Media,1976,Best Engineered Recording - Non-Classical,Breezin',,True
1227,Jane Leslie,Southampton Sunset,Breezin',20,False,0.472,0.0413,0.0836,3.1604333333,Negativo,Media,1976,Best Pop Instrumental Performance,Breezin',George Benson,True
1228,Dustycloud,Golden Hour,Golden Hour,42,False,0.681,0.627,0.135,4.4949166667,Negativo,Alta,2018,Album Of The Year,Golden Hour,Kacey Musgraves,True
1229,Dustycloud,Golden Hour,Golden Hour,42,False,0.681,0.627,0.135,4.4949166667,Negativo,Alta,2018,Best Country Album,Golden Hour,Kacey Musgraves,True
1230,Leila Milki,Springtime Improvisations,Golden Hour,59,False,0.504,0.0248,0.198,1.5694833333,Negativo,Media,2018,Album Of The Year,Golden Hour,Kacey Musgraves,True
1231,Leila Milki,Springtime Improvisations,Golden Hour,59,False,0.504,0.0248,0.198,1.5694833333,Negativo,Media,2018,Best Country Album,Golden Hour,Kacey Musgraves,True
1232,Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Roz Ryan;Disney,Hercules (Original Motion Picture Soundtrack),A Star Is Born,56,False,0.681,0.833,0.725,2.07,Positivo,Alta,2019,Best Compilation Soundtrack For Visual Media,A Star Is Born,Lady Gaga & Bradley Cooper,True
1233,CHANEY,Love Again,Love Again,56,False,0.679,0.876,0.383,3.1752,Negativo,Alta,2019,Best R&B Performance,Love Again,Daniel Caesar & Brandy,True
1234,itssvd;Shiloh Dynasty,Missing,Love Again,62,False,0.643,0.417,0.355,1.489,Negativo,Alta,2019,Best R&B Performance,Love Again,Daniel Caesar & Brandy,True
1235,Cast - Sofia the First;Sofia,Sofia the First,Rise And Shine,37,False,0.678,0.784,0.247,2.8668833333,Negativo,Alta,2003,"Best Southern, Country, or Bluegrass Gospel Album",Rise And Shine,Randy Travis,True
1236,TJ Cream;Ozoro,Hard Talk,Sticks & Stones,23,False,0.678,0.634,0.574,2.6501333333,Neutro,Alta,2019,Best Comedy Album,Sticks & Stones,Dave Chappelle,True
1237,MEDUZA;Goodboys,Beats Electro Mood,Piece Of Your Heart,1,False,0.677,0.744,0.631,2.54855,Positivo,Alta,2019,Best Dance Recording,Piece Of Your Heart,Meduza Featuring Goodboys,True
1238,Bjoern Torwellen,Who I Am,Halo,17,False,0.677,0.528,0.0383,7.1500333333,Negativo,Alta,2009,Best Female Pop Vocal Performance,Halo,Beyoncé,True
1239,Soil,Scars (Expanded Edition),Halo,57,False,0.529,0.92,0.438,3.2608833333,Neutro,Media,2009,Best Female Pop Vocal Performance,Halo,Beyoncé,True
1240,(DOLCH),Feuer,Halo,22,False,0.41,0.618,0.267,7.2022166667,Negativo,Media,2009,Best Female Pop Vocal Performance,Halo,Beyoncé,True
1241,Mia Carrera,Halo,Halo,60,False,0.407,0.114,0.0614,3.5097166667,Negativo,Media,2009,Best Female Pop Vocal Performance,Halo,Beyoncé,True
1242,Hank Williams;Drifting Cowboys,Ramblin’ Man (Undubbed Edition),I Can't Help It (If I'm Still In Love With You),37,False,0.677,0.213,0.618,2.4322166667,Positivo,Alta,1975,"Best Country Vocal Performance, Female",I Can't Help It (If I'm Still In Love With You),Linda Ronstadt,True
1243,Amb,Blood in Blood Out,God Only Knows,11,False,0.676,0.769,0.55,2.8144333333,Neutro,Alta,2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True
1244,Kina Grannis;Imaginary Future,God Only Knows,God Only Knows,55,False,0.658,0.125,0.507,2.2757,Neutro,Alta,2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True
1245,for KING & COUNTRY;Dolly Parton,Burn The Ships (Deluxe Edition: Remixes & Collaborations),God Only Knows,45,False,0.651,0.561,0.469,3.5608833333,Neutro,Alta,2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True
1246,for KING & COUNTRY,Burn The Ships,God Only Knows,65,False,0.597,0.417,0.263,3.8293333333,Negativo,Media,2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True
1247,The Beach Boys,50 Big Ones: Greatest Hits,God Only Knows,50,False,0.433,0.469,0.334,2.9297666667,Negativo,Media,2019,Best Contemporary Christian Music Performance/Song,God Only Knows,,True
1248,Little Richard,Good Golly!,Lucille,56,False,0.676,0.708,0.919,2.3971,Positivo,Alta,1977,"Best Country Vocal Performance, Male",Lucille,Kenny Rogers,True
1249,Nick Thayer,Mind Control,Mind Control,9,False,0.675,0.965,0.537,6.6797666667,Neutro,Alta,2007,Best Reggae Album,Mind Control,Stephen Marley,True
1250,Astrid S,Astrid S,Hurts So Good,69,False,0.675,0.609,0.378,3.4788,Negativo,Alta,1982,"Best Rock Vocal Performance, Male",Hurts So Good,John Cougar Mellencamp,True
1251,Koni;Devan;Tom Bailey,Losing My Religion,Losing My Religion,43,False,0.675,0.745,0.141,4.507,Negativo,Alta,2016,Best Gospel Album,Losing My Religion,Kirk Franklin,True
1252,Koni;Devan;Tom Bailey,Losing My Religion,Losing My Religion,43,False,0.675,0.745,0.141,4.507,Negativo,Alta,1991,Best Pop Performance By A Duo Or Group With Vocal,Losing My Religion,R.E.M.,True
1253,Koni;Devan;Tom Bailey,Losing My Religion,Losing My Religion,43,False,0.675,0.745,0.141,4.507,Negativo,Alta,1991,Best Music Video - Short Form,Losing My Religion,R.E.M.,True
1254,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,84,False,0.666,0.855,0.803,4.4737666667,Positivo,Alta,2016,Best Gospel Album,Losing My Religion,Kirk Franklin,True
1255,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,84,False,0.666,0.855,0.803,4.4737666667,Positivo,Alta,1991,Best Pop Performance By A Duo Or Group With Vocal,Losing My Religion,R.E.M.,True
1256,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,84,False,0.666,0.855,0.803,4.4737666667,Positivo,Alta,1991,Best Music Video - Short Form,Losing My Religion,R.E.M.,True
1257,Bob Seger,Against The Wind,Against The Wind,67,False,0.674,0.771,0.718,5.562,Positivo,Alta,1980,Best Album Package,Against The Wind,,True
1258,Bob Seger,Against The Wind,Against The Wind,67,False,0.674,0.771,0.718,5.562,Positivo,Alta,1980,Best Rock Performance By A Duo Or Group With Vocal,Against The Wind,Bob Seger & The Silver Bullet Band,True
1259,Dolly Parton,Jolene,Jolene,73,False,0.674,0.537,0.809,2.6922166667,Positivo,Alta,2019,"Best Arrangement, Instruments and Vocals",Jolene,,True
1260,Dolly Parton,Jolene,Jolene,73,False,0.674,0.537,0.809,2.6922166667,Positivo,Alta,2016,Best Country Duo/Group Performance,Jolene,Pentatonix Featuring Dolly Parton,True
1261,Ray LaMontagne,Trouble,Jolene,64,False,0.588,0.142,0.288,4.1811,Negativo,Media,2019,"Best Arrangement, Instruments and Vocals",Jolene,,True
1262,Ray LaMontagne,Trouble,Jolene,64,False,0.588,0.142,0.288,4.1811,Negativo,Media,2016,Best Country Duo/Group Performance,Jolene,Pentatonix Featuring Dolly Parton,True
1263,Faith Hill,Good Times Country,The Lucky One,0,False,0.674,0.866,0.684,3.6071,Positivo,Alta,2001,Best Country Performance By A Duo Or Group With Vocal,The Lucky One,Alison Krauss & Union Station,True
1264,Faith Hill,Good Times Country,The Lucky One,0,False,0.674,0.866,0.684,3.6071,Positivo,Alta,2001,Best Country Song,The Lucky One,,True
1265,Leonard Cohen,You Want It Darker,You Want It Darker,62,False,0.674,0.327,0.494,4.73955,Neutro,Alta,2017,Best Rock Performance,You Want It Darker,Leonard Cohen,True
1266,John Mayer,Heavier Things,Daughters,67,False,0.674,0.413,0.503,3.9651,Neutro,Alta,2004,Song Of The Year,Daughters,,True
1267,John Mayer,Heavier Things,Daughters,67,False,0.674,0.413,0.503,3.9651,Neutro,Alta,2004,Best Male Pop Vocal Performance,Daughters,John Mayer,True
1268,Armin van Buuren;Jake Reese,Need You Now,Need You Now,49,False,0.673,0.793,0.352,3.0290166667,Negativo,Alta,2010,Record Of The Year,Need You Now,Lady Antebellum,True
1269,Armin van Buuren;Jake Reese,Need You Now,Need You Now,49,False,0.673,0.793,0.352,3.0290166667,Negativo,Alta,2010,Song Of The Year,Need You Now,,True
1270,Armin van Buuren;Jake Reese,Need You Now,Need You Now,49,False,0.673,0.793,0.352,3.0290166667,Negativo,Alta,2010,Best Country Performance By A Duo Or Group With Vocals,Need You Now,Lady Antebellum,True
1271,Armin van Buuren;Jake Reese,Need You Now,Need You Now,49,False,0.673,0.793,0.352,3.0290166667,Negativo,Alta,2010,Best Country Song,Need You Now,,True
1272,Armin van Buuren;Jake Reese,Need You Now,Need You Now,49,False,0.673,0.793,0.352,3.0290166667,Negativo,Alta,2010,Best Country Album,Need You Now,Lady Antebellum,True
1273,William Black;Forester,Pieces,Need You Now,40,False,0.588,0.719,0.149,3.3953333333,Negativo,Media,2010,Record Of The Year,Need You Now,Lady Antebellum,True
1274,William Black;Forester,Pieces,Need You Now,40,False,0.588,0.719,0.149,3.3953333333,Negativo,Media,2010,Song Of The Year,Need You Now,,True
1275,William Black;Forester,Pieces,Need You Now,40,False,0.588,0.719,0.149,3.3953333333,Negativo,Media,2010,Best Country Performance By A Duo Or Group With Vocals,Need You Now,Lady Antebellum,True
1276,William Black;Forester,Pieces,Need You Now,40,False,0.588,0.719,0.149,3.3953333333,Negativo,Media,2010,Best Country Song,Need You Now,,True
1277,William Black;Forester,Pieces,Need You Now,40,False,0.588,0.719,0.149,3.3953333333,Negativo,Media,2010,Best Country Album,Need You Now,Lady Antebellum,True
1278,Lady A,Need You Now,Need You Now,71,False,0.587,0.622,0.231,4.6262166667,Negativo,Media,2010,Record Of The Year,Need You Now,Lady Antebellum,True
1279,Lady A,Need You Now,Need You Now,71,False,0.587,0.622,0.231,4.6262166667,Negativo,Media,2010,Song Of The Year,Need You Now,,True
1280,Lady A,Need You Now,Need You Now,71,False,0.587,0.622,0.231,4.6262166667,Negativo,Media,2010,Best Country Performance By A Duo Or Group With Vocals,Need You Now,Lady Antebellum,True
1281,Lady A,Need You Now,Need You Now,71,False,0.587,0.622,0.231,4.6262166667,Negativo,Media,2010,Best Country Song,Need You Now,,True
1282,Lady A,Need You Now,Need You Now,71,False,0.587,0.622,0.231,4.6262166667,Negativo,Media,2010,Best Country Album,Need You Now,Lady Antebellum,True
1283,Glee Cast,"Glee: The Music, Volume 5",Need You Now,45,False,0.55,0.674,0.248,3.62355,Negativo,Media,2010,Record Of The Year,Need You Now,Lady Antebellum,True
1284,Glee Cast,"Glee: The Music, Volume 5",Need You Now,45,False,0.55,0.674,0.248,3.62355,Negativo,Media,2010,Song Of The Year,Need You Now,,True
1285,Glee Cast,"Glee: The Music, Volume 5",Need You Now,45,False,0.55,0.674,0.248,3.62355,Negativo,Media,2010,Best Country Performance By A Duo Or Group With Vocals,Need You Now,Lady Antebellum,True
1286,Glee Cast,"Glee: The Music, Volume 5",Need You Now,45,False,0.55,0.674,0.248,3.62355,Negativo,Media,2010,Best Country Song,Need You Now,,True
1287,Glee Cast,"Glee: The Music, Volume 5",Need You Now,45,False,0.55,0.674,0.248,3.62355,Negativo,Media,2010,Best Country Album,Need You Now,Lady Antebellum,True
1288,Venemy;DaNica,Need You Now,Need You Now,37,False,0.517,0.603,0.183,3.1157833333,Negativo,Media,2010,Record Of The Year,Need You Now,Lady Antebellum,True
1289,Venemy;DaNica,Need You Now,Need You Now,37,False,0.517,0.603,0.183,3.1157833333,Negativo,Media,2010,Song Of The Year,Need You Now,,True
1290,Venemy;DaNica,Need You Now,Need You Now,37,False,0.517,0.603,0.183,3.1157833333,Negativo,Media,2010,Best Country Performance By A Duo Or Group With Vocals,Need You Now,Lady Antebellum,True
1291,Venemy;DaNica,Need You Now,Need You Now,37,False,0.517,0.603,0.183,3.1157833333,Negativo,Media,2010,Best Country Song,Need You Now,,True
1292,Venemy;DaNica,Need You Now,Need You Now,37,False,0.517,0.603,0.183,3.1157833333,Negativo,Media,2010,Best Country Album,Need You Now,Lady Antebellum,True
1293,Sigma;Queen Millz,Little Things,Little Things,52,True,0.673,0.734,0.391,2.7140666667,Negativo,Alta,2002,Best Urban/Alternative Performance,Little Things,India.Arie,True
1294,One True God,Little Things,Little Things,34,False,0.664,0.892,0.288,3.69105,Negativo,Alta,2002,Best Urban/Alternative Performance,Little Things,India.Arie,True
1295,ABBA,Voyage,Little Things,57,False,0.647,0.165,0.59,3.1386666667,Neutro,Alta,2002,Best Urban/Alternative Performance,Little Things,India.Arie,True
1296,Hairitage,Triumph EP,Triumph,29,True,0.673,0.969,0.248,2.6482666667,Negativo,Alta,1986,"Best Gospel Performance, Male",Triumph,Philip Bailey,True
1297,XXXTENTACION,Bad Vibes Forever,Triumph,63,True,0.446,0.407,0.141,2.7672,Negativo,Media,1986,"Best Gospel Performance, Male",Triumph,Philip Bailey,True
1298,Ten City,Judgement,Come Together,6,False,0.672,0.85,0.869,3.7565166667,Positivo,Alta,2002,Best Rock Gospel Album,Come Together,Third Day,True
1299,High Contrast;Callum Beattie,Night Gallery,Come Together,21,False,0.527,0.79,0.355,4.8384333333,Negativo,Media,2002,Best Rock Gospel Album,Come Together,Third Day,True
1300,Gary Clark Jr.;Junkie XL,Come Together,Come Together,61,False,0.447,0.788,0.505,3.2285666667,Neutro,Media,2002,Best Rock Gospel Album,Come Together,Third Day,True
1301,Murdock;Pat Fulgoni,Liquicity Festival 2022,Come Together,16,False,0.322,0.942,0.0825,4.1379166667,Negativo,Baja,2002,Best Rock Gospel Album,Come Together,Third Day,True
1302,Nox Vahn;Marsh,Come Together / Naturish,Come Together,49,False,0.306,0.851,0.0392,3.7023666667,Negativo,Baja,2002,Best Rock Gospel Album,Come Together,Third Day,True
1303,Fred Neil,Fred Neil,Everybody's Talkin',58,False,0.671,0.299,0.574,2.7433333333,Neutro,Alta,1969,"Best Contemporary Vocal Performance, Male",Everybody's Talkin',Harry Nilsson,True
1304,Majestic,Toolroom Amsterdam 2022,Annie,4,False,0.67,0.888,0.37,2.6115666667,Negativo,Alta,1977,Best Cast Show Album,Annie,,True
1305,Rilès,Brothers,Brothers,58,True,0.67,0.63,0.582,3.0340666667,Neutro,Alta,2010,Best Alternative Music Album,Brothers,"Black Keys, The",True
1306,Rilès,Brothers,Brothers,58,True,0.67,0.63,0.582,3.0340666667,Neutro,Alta,2010,Best Recording Package,Brothers,,True
1307,Rilès,Brothers,Brothers,58,True,0.67,0.63,0.582,3.0340666667,Neutro,Alta,1997,Best Contemporary Soul Gospel Album,Brothers,Take 6,True
1308,Rilès,Brothers,Brothers,58,True,0.67,0.63,0.582,3.0340666667,Neutro,Alta,1988,"Best Jazz Vocal Performance, Male",Brothers,Bobby McFerrin,True
1309,Garreth Maher,Every Little Step,Every Little Step,46,False,0.668,0.925,0.661,2.624,Positivo,Alta,1989,"Best R&B Vocal Performance, Male",Every Little Step,Bobby Brown,True
1310,Mini Pop Kids,Mini Pop Kids 17,Shallow,10,False,0.667,0.39,0.355,3.594,Negativo,Alta,2018,Best Pop Duo/Group Performance,Shallow,Lady Gaga & Bradley Cooper,True
1311,Mini Pop Kids,Mini Pop Kids 17,Shallow,10,False,0.667,0.39,0.355,3.594,Negativo,Alta,2018,Best Song Written For Visual Media,Shallow,,True
1312,Boyce Avenue;Jennel Garcia,"Cover Sessions, Vol. 5",Shallow,52,False,0.649,0.336,0.337,3.565,Negativo,Alta,2018,Best Pop Duo/Group Performance,Shallow,Lady Gaga & Bradley Cooper,True
1313,Boyce Avenue;Jennel Garcia,"Cover Sessions, Vol. 5",Shallow,52,False,0.649,0.336,0.337,3.565,Negativo,Alta,2018,Best Song Written For Visual Media,Shallow,,True
1314,Eddy Tyler,Guitar Covers,Shallow,41,False,0.613,0.346,0.128,3.5797333333,Negativo,Alta,2018,Best Pop Duo/Group Performance,Shallow,Lady Gaga & Bradley Cooper,True
1315,Eddy Tyler,Guitar Covers,Shallow,41,False,0.613,0.346,0.128,3.5797333333,Negativo,Alta,2018,Best Song Written For Visual Media,Shallow,,True
1316,Lady Gaga;Bradley Cooper,A Star Is Born Soundtrack,Shallow,84,False,0.572,0.385,0.323,3.59555,Negativo,Media,2018,Best Pop Duo/Group Performance,Shallow,Lady Gaga & Bradley Cooper,True
1317,Lady Gaga;Bradley Cooper,A Star Is Born Soundtrack,Shallow,84,False,0.572,0.385,0.323,3.59555,Negativo,Media,2018,Best Song Written For Visual Media,Shallow,,True
1318,Mental Theo,Shallow,Shallow,20,False,0.434,0.776,0.127,3.2885166667,Negativo,Media,2018,Best Pop Duo/Group Performance,Shallow,Lady Gaga & Bradley Cooper,True
1319,Mental Theo,Shallow,Shallow,20,False,0.434,0.776,0.127,3.2885166667,Negativo,Media,2018,Best Song Written For Visual Media,Shallow,,True
1320,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Give It Away,73,False,0.666,0.936,0.776,4.7151,Positivo,Alta,1992,Best Hard Rock Performance With Vocal,Give It Away,Red Hot Chili Peppers,True
1321,Zero 7,Simple Things,Give It Away,50,False,0.552,0.554,0.451,5.29,Neutro,Media,1992,Best Hard Rock Performance With Vocal,Give It Away,Red Hot Chili Peppers,True
1322,Ella Fitzgerald;Louis Armstrong,Christmas Vibes But Not Christmas Songs,Cheek To Cheek,0,False,0.665,0.443,0.662,5.8941166667,Positivo,Alta,2014,Best Traditional Pop Vocal Album,Cheek To Cheek,Tony Bennett & Lady Gaga,True
1323,Pritam;Shaan,Desi Boyz,Let It Be,44,False,0.665,0.7,0.861,4.2183333333,Positivo,Alta,1970,Best Original Score Written For A Motion Picture Or A Television Special,Let It Be,,True
1324,Stan Getz;João Gilberto;Astrud Gilberto,The Girl From Ipanema - The Bossa Nova Years,The Girl From Ipanema,68,False,0.664,0.194,0.443,5.3637666667,Neutro,Alta,1964,Record Of The Year,The Girl From Ipanema,Stan Getz & Astrud Gilberto,True
1325,Antônio Carlos Jobim;Frank Sinatra,christmas but not christmas songs,The Girl From Ipanema,0,False,0.541,0.321,0.549,3.3393333333,Neutro,Media,1964,Record Of The Year,The Girl From Ipanema,Stan Getz & Astrud Gilberto,True
1326,Bastille,Halloween 2022,Bad Blood,0,False,0.664,0.794,0.933,3.5373333333,Positivo,Alta,2015,Best Music Video,Bad Blood,Taylor Swift Featuring Kendrick Lamar,True
1327,Gideon,Milestone,Bad Blood,29,False,0.525,0.957,0.223,2.7348833333,Negativo,Media,2015,Best Music Video,Bad Blood,Taylor Swift Featuring Kendrick Lamar,True
1328,Kidz Bop Kids,KIDZ BOP Halloween,Bad Blood,36,False,0.483,0.807,0.637,3.134,Positivo,Media,2015,Best Music Video,Bad Blood,Taylor Swift Featuring Kendrick Lamar,True
1329,Blind Channel,Blood Brothers,Scream,28,False,0.664,0.832,0.419,3.3215833333,Neutro,Alta,1995,"Best Music Video, Short Form",Scream,Michael Jackson & Janet Jackson,True
1330,Redeyes;GLXY;Tyler Daley,Blueprints,Keep On,21,False,0.662,0.57,0.148,4.70795,Negativo,Alta,2019,Best Contemporary Blues Album,Keep On,Southern Avenue,True
1331,Gal Costa,Focus On...500 Years Of Brazil,Brasil,40,False,0.662,0.763,0.836,2.8066666667,Positivo,Alta,1988,Best Pop Performance By A Duo Or Group With Vocal,Brasil,The Manhattan Transfer,True
1332,Scooter,Ace,Encore,20,False,0.662,0.894,0.155,3.9076833333,Negativo,Alta,2001,Best Salsa Album,Encore,Roberto Blades,True
1333,David Cross,"Oh, Come On",Encore,22,True,0.656,0.56,0.496,6.8537166667,Neutro,Alta,2001,Best Salsa Album,Encore,Roberto Blades,True
1334,Hiérophante,I Should Probably Try Harder,Encore,18,False,0.59,0.552,0.309,3.7939333333,Negativo,Media,2001,Best Salsa Album,Encore,Roberto Blades,True
1335,Billy Gardell,Halftime,Encore,23,True,0.503,0.919,0.0615,2.5208833333,Negativo,Media,2001,Best Salsa Album,Encore,Roberto Blades,True
1336,BTS,MAP OF THE SOUL : 7,Respect,64,False,0.661,0.838,0.526,3.959,Neutro,Alta,1967,Best Rhythm & Blues Recording,Respect,Aretha Franklin,True
1337,BTS,MAP OF THE SOUL : 7,Respect,64,False,0.661,0.838,0.526,3.959,Neutro,Alta,1967,"Best Rhythm & Blues Solo Vocal Performance, Female",Respect,Aretha Franklin,True
1338,Floyd Cramer,Collector's Series,Blue Eyes Crying In The Rain,31,False,0.66,0.167,0.427,2.31,Neutro,Alta,1975,"Best Country Vocal Performance, Male",Blue Eyes Crying In The Rain,Willie Nelson,True
1339,Stone Temple Pilots,Core,Creep,58,False,0.66,0.567,0.182,5.5437666667,Negativo,Alta,1995,Best R&B Performance By A Duo Or Group With Vocal,Creep,TLC,True
1340,GAMPER & DADONI,Creep,Creep,62,False,0.654,0.576,0.662,2.9166333333,Positivo,Alta,1995,Best R&B Performance By A Duo Or Group With Vocal,Creep,TLC,True
1341,Kina Grannis,Creep,Creep,58,False,0.585,0.103,0.179,3.90225,Negativo,Media,1995,Best R&B Performance By A Duo Or Group With Vocal,Creep,TLC,True
